Date : 2024-02-01 22:26:01
Directory : /home/gabrielt/Git/OS
Total : 417 files,  1350 codes, 200 comments, 224 blanks, all 1774 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/gabrielt/Git/OS/blog_os/src/allocator.rs                                                                                                                               | Rust         |         45 |          0 |          9 |         54 |
| /home/gabrielt/Git/OS/blog_os/src/interrupts.rs                                                                                                                              | Rust         |         85 |         22 |         27 |        134 |
| /home/gabrielt/Git/OS/blog_os/src/kernel/delay.rs                                                                                                                            | Rust         |          8 |          1 |          1 |         10 |
| /home/gabrielt/Git/OS/blog_os/src/kernel/display.rs                                                                                                                          | Rust         |        114 |         68 |         23 |        205 |
| /home/gabrielt/Git/OS/blog_os/src/kernel/keyboard.rs                                                                                                                         | Rust         |         59 |          4 |         10 |         73 |
| /home/gabrielt/Git/OS/blog_os/src/kernel/mod.rs                                                                                                                              | Rust         |          4 |          0 |          1 |          5 |
| /home/gabrielt/Git/OS/blog_os/src/kernel/scheduler.rs                                                                                                                        | Rust         |         37 |         18 |          9 |         64 |
| /home/gabrielt/Git/OS/blog_os/src/lib.rs                                                                                                                                     | Rust         |         71 |          3 |         14 |         88 |
| /home/gabrielt/Git/OS/blog_os/src/main.rs                                                                                                                                    | Rust         |         83 |          9 |         30 |        122 |
| /home/gabrielt/Git/OS/blog_os/src/memory.rs                                                                                                                                  | Rust         |         94 |         46 |         26 |        166 |
| /home/gabrielt/Git/OS/blog_os/src/mod.rs                                                                                                                                     | Rust         |          1 |          0 |          1 |          2 |
| /home/gabrielt/Git/OS/blog_os/src/serial.rs                                                                                                                                  | Rust         |         31 |          2 |          4 |         37 |
| /home/gabrielt/Git/OS/blog_os/target/.rustc_info.json                                                                                                                        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/.rustc_info.json                                                                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/bitflags-3febd674b1e189bc/build-script-build-script-build.json                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/bitflags-7fba466a169bcaee/build-script-build-script-build.json                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/bootloader-0deeae7c0c62daf1/build-script-build-script-build.json                              | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/bootloader-7c94ef09814d3581/build-script-build-script-build.json                              | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/bootloader-eb6b37b09f94294a/build-script-build-script-build.json                              | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/compiler_builtins-42a5a7415f3a2fe6/build-script-build-script-build.json                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/compiler_builtins-c420140dd1dabfc9/build-script-build-script-build.json                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/llvm-tools-5dba25c57b4405e6/lib-llvm-tools.json                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/llvm-tools-c5007a86d5aa1ae0/lib-llvm-tools.json                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/serde-1f949f8ded8f2ab4/build-script-build-script-build.json                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/serde-21c3ab5ea8e3b32e/lib-serde.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/serde-3b60a665bddf4196/build-script-build-script-build.json                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/serde-8f9c04e04424744b/run-build-script-build-script-build.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/serde-9ae245894d898af7/run-build-script-build-script-build.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/serde-ae4db928395aeee6/lib-serde.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/toml-3ff326e727252ccf/lib-toml.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/toml-d93cde4009aae75d/lib-toml.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/x86_64-95ad3ed1bdecb9c3/build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/release/.fingerprint/x86_64-a24b69099ed009b8/build-script-build-script-build.json                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bit_field-961001ece0880344/lib-bit_field.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bit_field-ff1e649b58277fe9/lib-bit_field.json                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bitflags-748217674a7e1367/lib-bitflags.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bitflags-a1e64711e727d7c3/run-build-script-build-script-build.json          | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bitflags-a61f449089e6f723/lib-bitflags.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bitflags-d5c3fea8d5309b7b/run-build-script-build-script-build.json          | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-071a48388184c4d4/run-build-script-build-script-build.json        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-12f71e7241354ee4/lib-bootloader.json                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-3131cce88339f4aa/bin-bootloader.json                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-37587c96a9eb3e06/bin-bootloader.json                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-3b54d03ba3ff9154/run-build-script-build-script-build.json        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-57515a20c5efd913/lib-bootloader.json                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-c9255ec0c91cbae2/run-build-script-build-script-build.json        | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-cb62e4ccefd4c8ef/bin-bootloader.json                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/bootloader-e03fdfe02c944202/lib-bootloader.json                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/compiler_builtins-428413d0001c1449/lib-compiler_builtins.json               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/compiler_builtins-64d0b5dee48ac01b/run-build-script-build-script-build.json | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/compiler_builtins-86fef085a2599c5a/lib-compiler_builtins.json               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/compiler_builtins-df0f4404921bdfc9/run-build-script-build-script-build.json | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/core-24f0802b53cfe82d/lib-core.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/core-ad3b482424fc65d0/lib-core.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/fixedvec-1911d2451340eaae/lib-fixedvec.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/fixedvec-efd05e46b8e891b0/lib-fixedvec.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/rlibc-7a06084e95e83b47/lib-rlibc.json                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/rlibc-f0a943e24a683838/lib-rlibc.json                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/rustc-std-workspace-core-477b055860b3b3de/lib-rustc-std-workspace-core.json | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/rustc-std-workspace-core-f3a22978c1bf9425/lib-rustc-std-workspace-core.json | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/usize_conversions-409760c5179b9db9/lib-usize_conversions.json               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/usize_conversions-cd5a539eec2b490f/lib-usize_conversions.json               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/volatile-ac29779a971d9a1e/lib-volatile.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/volatile-dd1c9a1af8c4e1e1/lib-volatile.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/x86_64-14cf34dc353f64fa/lib-x86_64.json                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/x86_64-7d98ef845866374b/run-build-script-build-script-build.json            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/x86_64-cd3226c2fa96d52d/run-build-script-build-script-build.json            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/x86_64-ff6e7bf290f6b5f0/lib-x86_64.json                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/xmas-elf-27ee0716042bda7e/lib-xmas_elf.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/xmas-elf-4df6c2c28660ce0c/lib-xmas_elf.json                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/zero-531e2dbc4d5f2d60/lib-zero.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/.fingerprint/zero-89a10bb1a19e1c12/lib-zero.json                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/build/bootloader-071a48388184c4d4/out/bootloader_config.rs                               | Rust         |          4 |          0 |          0 |          4 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/build/bootloader-3b54d03ba3ff9154/out/bootloader_config.rs                               | Rust         |          4 |          0 |          0 |          4 |
| /home/gabrielt/Git/OS/blog_os/target/bootimage/bootloader/x86_64-bootloader/release/build/bootloader-c9255ec0c91cbae2/out/bootloader_config.rs                               | Rust         |          4 |          0 |          0 |          4 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/anyhow-7b5dfe5edb6c1608/build-script-build-script-build.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/autocfg-20828532232d1b47/lib-autocfg.json                                                                            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/autocfg-df400cf25fa1b350/lib-autocfg.json                                                                            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/az-3f2220717ad15471/build-script-build-script-build.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/az-841a55ab26702972/build-script-build-script-build.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/blog_os-46d6d000a25253e6/bin-blog_os.json                                                                            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/blog_os-54b301094f037ab8/test-bin-blog_os.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/blog_os-f6985224f76a950b/bin-blog_os.json                                                                            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/bootloader-5d2b6d53babbc6ca/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/bootloader-92cf90db54a52db8/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/bootloader-c7db1edc1ebe11aa/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/bootloader-d1e45174488aeb5e/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/cc-c012783b04dfe3ba/lib-cc.json                                                                                      | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/compiler_builtins-105f57067a0686af/build-script-build-script-build.json                                              | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/compiler_builtins-873a4987d7f73938/build-script-build-script-build.json                                              | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/libc-06ac275bbbaa2347/run-build-script-build-script-build.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/libc-0823e8ce77067351/build-script-build-script-build.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/libc-a4f343ddaef411a3/build-script-build-script-build.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/libc-b75519785bc85311/lib-libc.json                                                                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/lock_api-26bc45f0b8d7ee9a/build-script-build-script-build.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/num-integer-2a950d56db97cacc/build-script-build-script-build.json                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/num-iter-02996c3ebfa7690e/build-script-build-script-build.json                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/num-rational-38895521b91d5d90/build-script-build-script-build.json                                                   | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/num-traits-774bdab4238725f9/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/num-traits-a67203b281d419a4/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/num-traits-f64fdf6265c50ee7/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/proc-macro2-1714d66bad83c6de/lib-proc-macro2.json                                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/proc-macro2-6665fcc45666adc6/run-build-script-build-script-build.json                                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/proc-macro2-73a05feb231b014d/lib-proc-macro2.json                                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/proc-macro2-993bb944f5922ec1/run-build-script-build-script-build.json                                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/proc-macro2-b2727fdd1575d18f/build-script-build-script-build.json                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/proc-macro2-c696691d3e43b54b/build-script-build-script-build.json                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/quote-b4dbfb2c33aa421d/lib-quote.json                                                                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/rustversion-2454a0579c786ec0/run-build-script-build-script-build.json                                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/rustversion-57cc1c503e9a2fa5/build-script-build-script-build.json                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/rustversion-e1dd564b7027d48c/lib-rustversion.json                                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/serde-10fe9bb55e34a124/build-script-build-script-build.json                                                          | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/serde_derive-bb866707cd38732f/lib-serde_derive.json                                                                  | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/serde_json-82e40131b143faf2/build-script-build-script-build.json                                                     | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/slab-a04b604fabc94886/build-script-build-script-build.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/syn-2b62166085de1ce9/lib-syn.json                                                                                    | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/syn-ddf264065b228f40/build-script-build-script-build.json                                                            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/thiserror-4b52c951377d8346/build-script-build-script-build.json                                                      | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/thiserror-impl-c2fbc65ca720962c/lib-thiserror-impl.json                                                              | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/tsc-3890b4c840dc30fe/build-script-build-script-build.json                                                            | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/unicode-ident-02f147e3ca7fbe38/lib-unicode-ident.json                                                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/debug/.fingerprint/unicode-ident-daeb15672831beb9/lib-unicode-ident.json                                                                | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/Gabian-97f9510cb5dc72ea/lib-Gabian.json                                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/alloc-18be01d54aac57b1/lib-alloc.json                                                                 | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/anyhow-2bb58e1a4cd3a509/lib-anyhow.json                                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/anyhow-67d45340089d8553/run-build-script-build-script-build.json                                      | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/anyhow-fda54a3e0775c925/lib-anyhow.json                                                               | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-01027fd08223138b/run-build-script-build-script-build.json                                          | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-0f922e5134be58d0/lib-az.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-1d13a0440098c7c5/lib-az.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-38afd32ec7f63c73/lib-az.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-68a7e155e23b761b/lib-az.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-a1e0a6384d1735c4/run-build-script-build-script-build.json                                          | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-dbc20559a1a07606/lib-az.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/az-f2fbbe690ab0bca0/lib-az.json                                                                       | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bit_field-1ad7ea58e8bb2ee2/lib-bit_field.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bit_field-87778229a9c01b09/lib-bit_field.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bit_field-921d11658de4ec49/lib-bit_field.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bit_field-cb96f55bfe09464b/lib-bit_field.json                                                         | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-1aade71ef534a3b0/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-5e1a9379a7454941/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-6412571434af9421/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-8ebeb88e1a84ccd6/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-b9cb990bba1409dd/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-d2eeea4de9b636b6/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-da7c11db26f67bf6/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/bitflags-f29814f53d904b75/lib-bitflags.json                                                           | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-1022b4743b4fd295/bin-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-157bc891e81d0e25/lib-blog_os.json                                                             | JSON         |          1 |          0 |          0 |          1 |
| /home/gabrielt/Git/OS/blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-1a4aea021ca66964/test-lib-blog_os.json                                                        | JSON         |          1 |          0 |          0 |          1 |
